College,Dept,Course Prefix,Course Name,Units,Description,College+Dept,Dept+CourseNum
College of Science and Mathematics,Mathematics,MATH-500,Individual Study,1-4 units,Individual research or advanced study planned and completed under the direction of a departmental faculty member.  Open only to graduate students demonstrating ability to do independent work.  Total credit limited to 12 units.,College of Science and MathematicsMathematics,MathematicsMATH-500
College of Science and Mathematics,Mathematics,MATH-501,Analytic Methods in Applied Mathematics,4 units,"Introduction to advanced methods of mathematics useful in the analysis of engineering problems.  Selected topics in perturbation theory, optimization and Fourier analysis.  Not open to students in math major or master's degree program in mathematics.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-501
College of Science and Mathematics,Mathematics,MATH-502,Numerical Methods in Applied Mathematics,4 units,"Introduction to advanced numerical analysis.  Numerical techniques for solving ordinary and partial differential equations, error analysis, stability, methods for linear systems.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-502
College of Science and Mathematics,Mathematics,MATH-505,Graduate Teaching Seminar,1 unit,"Principles and practice in effective teaching of college-level mathematics.  Issues related to present and future teaching experiences, including time management, professionalism, student assessment, grading, classroom management, and qualities of good mathematics teachers.  Reflection on individual teaching, and consideration of improvements in instruction.  Credit/No Credit grading only.  Total credit limited to 2 units.  1 seminar.",College of Science and MathematicsMathematics,MathematicsMATH-505
College of Science and Mathematics,Mathematics,MATH-520,Applied Analysis I,4 units,"Advanced mathematical methods of applied mathematics, integrated with modeling of physical phenomena.  Topics include dimensional analysis, applications of complex analysis, and advanced techniques for ordinary differential equations.  Additional topics selected from dynamical systems, calculus of variations, or other applied subjects.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-520
College of Science and Mathematics,Mathematics,MATH-521,Applied Analysis II,4 units,"Advanced mathematical methods of applied mathematics, integrated with modeling of physical phenomena.  Topics include asymptotic expansions, advanced techniques for partial differential equations, and Fourier analysis.  Additional topics selected from integral equations, discrete time systems, numerical analysis, or other applied subjects.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-521
College of Science and Mathematics,Mathematics,MATH-530,Discrete Mathematics with Applications I,4 units,"Methods of discrete mathematics with applications.  Generating functions and Lagrange inversion, partition theory, permutation statistics and q-analogues, posets and Möbius inversion.  Additional topics including lattice paths and basic hypergeometric series.  4 lectures.  Not open to students with credit in MATH 435.",College of Science and MathematicsMathematics,MathematicsMATH-530
College of Science and Mathematics,Mathematics,MATH-531,Discrete Mathematics with Applications II,4 units,"Methods of discrete mathematics with applications.  Polya theory, codes, designs, matroids, the combinatorics of symmetric functions, and tableaux combinatorics.  Additional topics including transversals and Latin squares, asymptotics, and discrete probability theory.  4 lectures.  Not open to students with credit in MATH 436.",College of Science and MathematicsMathematics,MathematicsMATH-531
College of Science and Mathematics,Mathematics,MATH-540,Topology I,4 units,"Introduction to general topological spaces with emphasis on surfaces and manifolds.  Open and closed sets, continuity, compactness, connectedness.  Quotient spaces.  4 lectures.  Not open to students with credit in MATH 440.",College of Science and MathematicsMathematics,MathematicsMATH-540
College of Science and Mathematics,Mathematics,MATH-541,Topology II,4 units,"Introduction to general topological spaces with emphasis on surfaces and manifolds.  Fundamental group.  Triangulations of spaces, classification of surfaces.  Other topics may include covering spaces, simplicial homology, homotopy theory and topics from differential topology.  4 lectures.  Not open to students with credit in MATH 441.",College of Science and MathematicsMathematics,MathematicsMATH-541
College of Science and Mathematics,Mathematics,MATH-548,Transition to Graduate Mathematics,4 units,"Interactive construction and analysis of mathematical proof and exposition at the graduate level.  Topics drawn from standard advanced material in real analysis, linear algebra, and modern algebra.  Major credit limited to 4 units; total limited to 8 units.  2 lectures, 2 seminars.",College of Science and MathematicsMathematics,MathematicsMATH-548
College of Science and Mathematics,Mathematics,MATH-550,Real Analysis,4 units,"Introduction to Lebesgue measure and integration, convergence theorems, Lp spaces, Radon-Nikodym Theorem and Fubini's Theorem.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-550
College of Science and Mathematics,Mathematics,MATH-560,Field Theory,4 units,"Polynomial rings, field extensions, normal and separable extensions, automorphisms of fields, fundamental theorem of Galois theory, and further topics such as solvable groups, solution by radicals, insolvability of the quintic.  Not open to students with credit in MATH 483.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-560
College of Science and Mathematics,Mathematics,MATH-561,Graduate Algebra,4 units,"An introduction to advanced topics from modern algebra, including group actions, the Sylow theorems, semi-direct products, and modules over a principal ideal domain.  Other topics may include commutative algebra, homological algebra, cryptography applications, and topics from advanced linear algebra.  4 lectures.",College of Science and MathematicsMathematics,MathematicsMATH-561
College of Science and Mathematics,Mathematics,MATH-570,Selected Advanced Topics,1-4 units,Directed group study of selected topics for graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsMathematics,MathematicsMATH-570
College of Science and Mathematics,Mathematics,MATH-580,Seminar,1-4 units,Built around topics in advanced mathematics chosen according to the common interests and needs of the students enrolled.  Each seminar will have a subtitle according to the nature of the content.  Total credit limited to 12 units.  1-4 seminars.,College of Science and MathematicsMathematics,MathematicsMATH-580
College of Science and Mathematics,Mathematics,MATH-599,Thesis,3 units,"Serious research endeavor devoted to the development, pedagogy or learning of mathematics.  Total credit limited to 9 units.",College of Science and MathematicsMathematics,MathematicsMATH-599
College of Science and Mathematics,Physics,ASTR-101,Introduction to the Solar System,4 units,"Descriptive astronomical properties of the Earth, Moon, other planets and their satellites. Comets, asteroids and other members of the Solar System. Theories of the formation of the Solar System. Opportunities for telescope observations. Intended for non-engineering and non-science majors. Not open to students who have completed or are taking ASTR 301 or ASTR 302. 4 lectures. Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsASTR-101
College of Science and Mathematics,Physics,ASTR-102,Introduction to Stars and Galaxies,4 units,"Descriptive astronomical properties of the Sun, stars, galaxies and interstellar material. Expanding universe and cosmological models. Opportunities for telescope observations. Not open to students who have completed or are taking ASTR 301, ASTR 302, or PHYS 132. 4 lectures. Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsASTR-102
College of Science and Mathematics,Physics,ASTR-200,Special Problems for Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsASTR-200
College of Science and Mathematics,Physics,ASTR-270,Selected Topics,1-4 units,Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsASTR-270
College of Science and Mathematics,Physics,ASTR-301,Planetary Systems,3 units,"Quantitative and descriptive properties of planetary systems, including our solar system.  Physics of planets and their formation, moons, comets, and interplanetary media.  Extrasolar planets and astrobiology.  3 lectures.",College of Science and MathematicsPhysics,PhysicsASTR-301
College of Science and Mathematics,Physics,ASTR-302,Stars and Galaxies,3 units,"Quantitative and descriptive properties of stars, galaxies and interstellar material; including stellar structure and evolution, and structure and evolution of galaxies.  3 lectures.",College of Science and MathematicsPhysics,PhysicsASTR-302
College of Science and Mathematics,Physics,ASTR-324,"Longitude, Navigation, and Timekeeping",4 units,"Evolution of navigational science from 1700 to today, covering the 'longitude problem' to the Global Positioning System.  Emphasizes relevant concerns with navigation and timekeeping, including celestial navigation, clocks, and the use of technology, mathematics, and science to address societal problems.  4 lectures.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).",College of Science and MathematicsPhysics,PhysicsASTR-324
College of Science and Mathematics,Physics,ASTR-326,Cosmology,3 units,"Introduction to the basic ideas of modern observational cosmology from the Big Bang to the ultimate fate of the universe.  Topics include:  special and general relativity, curvature of space, dark matter, dark energy, cosmic microwave background, type Ia supernovae.  3 lectures.",College of Science and MathematicsPhysics,PhysicsASTR-326
College of Science and Mathematics,Physics,ASTR-400,Special Problems for Advanced Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsASTR-400
College of Science and Mathematics,Physics,ASTR-404,Research Experience for Advanced Undergraduates,1-2 units,"Individual investigations, research, studies, or surveys of selected problems.  Credit/No Credit grading only.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsASTR-404
College of Science and Mathematics,Physics,ASTR-444,Observational Astronomy,4 units,"Introduction to observational astronomy.  Coordinate systems, telescopes and observational instruments (CCDs, filters, spectrographs), observational methods and techniques, data reduction and analysis.  Laboratory activities include use of a telescope, CCD camera for data acquisition, data reduction and analysis, and presentation of results.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsASTR-444
College of Science and Mathematics,Physics,ASTR-470,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsASTR-470
College of Science and Mathematics,Physics,ASTR-471,Selected Advanced Laboratory,1-2 units,Directed group laboratory study of selected topics for advanced students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 2 laboratories.,College of Science and MathematicsPhysics,PhysicsASTR-471
College of Science and Mathematics,Physics,GEOL-102,Introduction to Geology,4 units,"Processes responsible for the Earth's minerals, rocks, structure, and surface features. Volcanism; mountain building; plate tectonics; weathering. Erosion and deposition by streams, glaciers, wind and waves. Geological resources, earth hazards, and interaction of humanity with global processes. 3 lectures, 1 discussion. Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsGEOL-102
College of Science and Mathematics,Physics,GEOL-200,Special Problems for Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsGEOL-200
College of Science and Mathematics,Physics,GEOL-201,Physical Geology,3 units,"Processes responsible for the Earth's rocks, structural surface features, geologic hazards, and natural resources, with emphasis on interactions with human activities.  3 lectures.",College of Science and MathematicsPhysics,PhysicsGEOL-201
College of Science and Mathematics,Physics,GEOL-203,The Geologic Record: Fossils and the History of Life,4 units,"A historical account of life on Earth interpreted from the fossil record. Paleoenvironmental controls on the rise and decline of lineages of organisms deduced from stratigraphy, and from the composition, character, and geochemistry of sedimentary rocks. Identification of fossils. 3 lectures, 1 discussion. Fulfills GE Area B1 (GE Area B5 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsGEOL-203
College of Science and Mathematics,Physics,GEOL-206,Geologic Excursions,1 unit,"Field trips to places of geologic interest. The Class Schedule will indicate destinations. Students must provide their own transportation, food, and camping equipment. May be repeated for a maximum of 3 units provided field trips are taken to different locations. Credit/No Credit grading only. 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-206
College of Science and Mathematics,Physics,GEOL-241,Physical Geology Laboratory,1 unit,Properties and identification of minerals and rocks.  Topographic maps and landform analysis.  Geologic maps and interpretation of rock structure.  1 laboratory.,College of Science and MathematicsPhysics,PhysicsGEOL-241
College of Science and Mathematics,Physics,GEOL-270,Selected Topics,1-4 units,Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsGEOL-270
College of Science and Mathematics,Physics,GEOL-301,Physical Models in the Geosciences,4 units,"Development and analysis of geodynamical models.  Stress and strain, flexure, heat flow, faulting, and elastic waves in the solid earth.  Additional topics may include fluid flow, flow of natural materials, geochronology, and equations of state in high pressure mineral physics.  4 lectures.",College of Science and MathematicsPhysics,PhysicsGEOL-301
College of Science and Mathematics,Physics,GEOL-303,Computation and Visualization in the Geosciences,3 units,"Introduction to scientific programming and data visualization for solving problems in the geosciences.  Import and export of data, plotting data and maps, time series analysis, statistical description of data, and numerical approximations of equations.  2 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-303
College of Science and Mathematics,Physics,GEOL-305,Seismology and Earth Structure,4 units,"Elastic waves in layered media.  Principle of the seismometer.  Magnitude, seismic moment and energy calculations.  Source mechanics.  Major California faults and paleoseismology.  Theory of plate tectonics.  Seismic properties, structure, and composition of the Earth.  Field trip required.  3 lectures, 1 laboratory.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).",College of Science and MathematicsPhysics,PhysicsGEOL-305
College of Science and Mathematics,Physics,GEOL-309,Igneous Petrology,3 units,"Processes associated with melt generation and igneous crystallization with special attention to relationships with tectonic setting.  Field trip required.  Not open to students with credit in GEOL 310.  2 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-309
College of Science and Mathematics,Physics,GEOL-311,Metamorphic Petrology,3 units,"Textures and minerals associated with the metamorphism of igneous and sedimentary rocks.  Principles of metamorphic reactions and thermobarometry.  Special attention to metamorphic processes in the context of plate tectonics.  Field trip required.  Not open to students with credit in GEOL 310.  2 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-311
College of Science and Mathematics,Physics,GEOL-330,Principles of Stratigraphy,4 units,"Description and analysis of stratified rock and sediment.  Sedimentology, diagenesis, transgressive/regressive sequences, bedform interpretation, marine and terrestrial sediment and sedimentary-rock sequence interpretation, and sequence stratigraphy.  Required field trips.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-330
College of Science and Mathematics,Physics,GEOL-400,Special Problems for Advanced Undergraduates,1-2 units,"Individual investigations, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsGEOL-400
College of Science and Mathematics,Physics,GEOL-401,Field-Geology Methods,4 units,"Collecting and interpreting field-geologic data.  Description of sedimentary rocks and construction of stratigraphic columns.  Mapping geologic structures in the field.  Surficial geologic stratigraphy and surficial geologic mapping.  Understanding geologic processes through field study.  Communicating results of field study.  1 lecture, 3 activities.  Crosslisted as ERSC/GEOL 401.",College of Science and MathematicsPhysics,PhysicsGEOL-401
College of Science and Mathematics,Physics,GEOL-402,Geologic Mapping,4 units,Bedrock geologic mapping on topographic maps and aerial photos.  Surficial geologic mapping on topographic maps and aerial photos.  Correlating and defining surficial geologic map units on the basis of soil development.  Understanding landscape evolution using soil development 4 activities.  Crosslisted as ERSC/GEOL 402.,College of Science and MathematicsPhysics,PhysicsGEOL-402
College of Science and Mathematics,Physics,GEOL-404,Research Experience for Advanced Undergraduates,1-2 units,"Individual investigations, research, studies, or surveys of selected problems.  Credit/No Credit grading only.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsGEOL-404
College of Science and Mathematics,Physics,GEOL-415,Structural Geology,4 units,"Recognition, interpretation, and depiction of geological structures.  Understanding rock deformation through the study of faults and folds.  3 lectures, 1 laboratory.  Required weekend field trips.",College of Science and MathematicsPhysics,PhysicsGEOL-415
College of Science and Mathematics,Physics,GEOL-420,Applied Geophysics,3 units,"Introduction to geophysical exploration of the shallow subsurface:  seismic refraction, seismic reflection, electrical resistivity, magnetic and gravity methods.  Application to determination of subsurface structure, groundwater and mineral resources.  Field trip required.  2 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsGEOL-420
College of Science and Mathematics,Physics,GEOL-470,Selected Advanced Topics,1-4 units,Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsGEOL-470
College of Science and Mathematics,Physics,GEOL-471,Selected Advanced Laboratory,1-4 units,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories.,College of Science and MathematicsPhysics,PhysicsGEOL-471
College of Science and Mathematics,Physics,PHYS-104,Introductory Physics,4 units,"Elementary introduction to mechanics, gases, liquids and solids, heat, vibrations and waves, light, electricity and magnetism.  Intended to provide non-science students with an understanding of basic physical concepts.  Not open to students who have credit in a college physics course.  4 lectures.  Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-104
College of Science and Mathematics,Physics,PHYS-111,Contemporary Physics for Nonscientists,4 units,"Qualitative exploration of the key concepts of quantum mechanics and Einstein's special and general theories of relativity. Particle-wave duality, Heisenberg's uncertainty principle, Schrodinger's cat, warped spacetime, black holes. 4 lectures. Not open to students with credit in PHYS 211. Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-111
College of Science and Mathematics,Physics,PHYS-121,College Physics I,4 units,"Introductory course in mechanics emphasizing motion, force, and energy.  Not open to students having a grade of C- or better in PHYS 141.  4 lectures.  Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-121
College of Science and Mathematics,Physics,PHYS-122,College Physics II,4 units,"Continuation of PHYS 121.  Topics include properties of materials, fluids, waves and vibrations, sound, heat, light and optics.  Not open for credit to students having a grade of C- or better in PHYS 132.  3 lectures, 1 laboratory.  Fulfills GE Areas B1 and B3 (GE Areas B3 and B4 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-122
College of Science and Mathematics,Physics,PHYS-123,College Physics III,4 units,"Continuation of PHYS 121 and 122.  Electrostatics, electric current, magnetic fields and induction.  Elements of modern physics.  Not open for credit to students having a grade of C- or better in PHYS 133.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-123
College of Science and Mathematics,Physics,PHYS-125,College Physics I Laboratory,1 unit,"Laboratory experiments to complement introductory course in mechanics, emphasizing experiments on motion, force, and energy.  Not open to students with a grade of C- or better in PHYS 131 or PHYS 141.  1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-125
College of Science and Mathematics,Physics,PHYS-132,General Physics II,4 units,"Oscillations, waves in elastic media, sound waves.  Temperature, heat and the first law of thermodynamics.  Kinetic theory of matter, second law of thermodynamics.  Geometrical and physical optics.  3 lectures, 1 laboratory.  Crosslisted as HNRS/PHYS 132.  Fulfills GE Areas B1 and B3 (GE Areas B3 and B4 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-132
College of Science and Mathematics,Physics,PHYS-133,General Physics III,4 units,"Charge and matter, electric field, electric potential, dielectrics, capacitance, current and resistance, electromotive force and circuits, magnetic fields, magnetic field of a moving charge, induced emf.  3 lectures, 1 laboratory.  Fulfills GE Areas B1 and B3 (GE Areas B3 and B4 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-133
College of Science and Mathematics,Physics,PHYS-141,General Physics IA,4 units,"Fundamental principles of mechanics.  Vectors, particle kinematics.  Equilibrium of a rigid body.  Work and energy, linear momentum, rotational kinematics and dynamics.  Primarily for engineering and science students.  4 lectures.  Crosslisted as HNRS 134/PHYS 141.  Fulfills GE Area B1 (GE Area B3 for students on the 2019-20 or earlier catalogs).",College of Science and MathematicsPhysics,PhysicsPHYS-141
College of Science and Mathematics,Physics,PHYS-200,Special Problems for Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsPHYS-200
College of Science and Mathematics,Physics,PHYS-202,Physics on the Computer,4 units,"Introduction to using computers for solving problems in physics:  differential equations, matrix manipulations, simulations and numerical techniques, nonlinear dynamics.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-202
College of Science and Mathematics,Physics,PHYS-206,Electronics and Instrumentation,4 units,"L-R-C circuits and electronic circuit elements emphasizing the applications of analog and digital electronics to instrumentation in modern physics.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-206
College of Science and Mathematics,Physics,PHYS-211,Modern Physics I,4 units,"Special relativity, fundamental principles of quantum mechanics, emphasizing the modern description of atomic phenomena.  Wave-particle duality, Bohr theory, Schroedinger equation, elementary atomic structure.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-211
College of Science and Mathematics,Physics,PHYS-212,Modern Physics II,4 units,"Applications of quantum physics to atoms, molecules, solid state systems, nuclei, and elementary particles including angular momentum and spin.  Topics may include applications of statistical mechanics, principles of the laser, cooling and trapping of atoms, Bose-Einstein condensates, semiconductors, superconductors, heavy ion physics, and other topics of current interest.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-212
College of Science and Mathematics,Physics,PHYS-220,Introduction to Physics Research,1 unit,Introduction to the research programs of faculty in the department and opportunities for research.  Survey of departmental facilities and procedures related to research.  Overview of external research programs/internships.  Credit/No Credit grading.  1 lecture.,College of Science and MathematicsPhysics,PhysicsPHYS-220
College of Science and Mathematics,Physics,PHYS-270,Selected Topics,1-4 units,Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of Science and MathematicsPhysics,PhysicsPHYS-270
College of Science and Mathematics,Physics,PHYS-301,Thermal Physics I,4 units,"Thermodynamics and statistical mechanics.  Entropy, temperature, ensembles, partition functions, chemical potential, free energy.  Selected applications including paramagnetism, ideal gas, Fermi-Dirac and Bose-Einstein distributions.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-301
College of Science and Mathematics,Physics,PHYS-305,Classical Mechanics I,4 units,"Laws of motion, kinematics and dynamics of a particle.  Oscillations.  Work and energy.  Linear and angular momentum.  Lagrange's and Hamilton's equations and the calculus of variations.  Newton's Law of gravity, Kepler's laws of orbital motion, and central force problems.  Use of numerical methods for solving problems.  Not open to students with credit in PHYS 302.  4 lectures.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).",College of Science and MathematicsPhysics,PhysicsPHYS-305
College of Science and Mathematics,Physics,PHYS-306,Classical Mechanics II,3 units,Mechanics in non-inertial reference frames.  Dynamics of a rigid bodies.  Coupled oscillators and normal modes.  Use of numerical methods for solving problems.  3 lectures.  Formerly PHYS 303.,College of Science and MathematicsPhysics,PhysicsPHYS-306
College of Science and Mathematics,Physics,PHYS-310,Physics of Energy,3 units,"Physics and mathematics applied to broad energy topics.  Efficient usage, transportation, solar energy, nuclear fission and fusion.  Plasma, hydrogen economy, fuel cells, wind wave, tidal, and geothermal energy.  Transmission, storage, fossils.  National planning, and energy economics.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-310
College of Science and Mathematics,Physics,PHYS-313,Introduction to Atmospheric Physics,3 units,"Properties of the atmosphere, atmospheric motions, solar and terrestrial radiation.  Emphasis on conservation laws of momentum, energy and mass applied to understanding the Earth's atmospheric motions.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-313
College of Science and Mathematics,Physics,PHYS-314,Ocean Dynamics,3 units,"Physics governing ocean circulation and transport processes.  Physical environment, dynamics of fluid motion in the presence of rotation and stratification, balanced flows, heat budgets, ocean waves, mixing/transport, and applications to climate processes and the biological environment.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-314
College of Science and Mathematics,Physics,PHYS-315,Lasers,3 units,"Interaction of light with matter, theory of laser action, characteristics and modification of laser output, types of lasers.  Laser applications.  Topics may include interferometry, fiber optics, holography.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-315
College of Science and Mathematics,Physics,PHYS-318,Special Theory of Relativity,3 units,"Fundamental experiments and basic postulates of special relativity.  Simultaneity, length and time measurements.  Lorentz transformations.  Four-Vectors.  Space-time diagrams.  Relativistic mechanics and electromagnetism.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-318
College of Science and Mathematics,Physics,PHYS-320,Methods of Theoretical Physics I,4 units,"Introduction to the mathematical techniques of theoretical physics with applications from classical mechanics, optics, electromagnetism and quantum mechanics.  Maxwell's equations and vector calculus.  Waves, the wave equation and Fourier analysis.  Green's functions.  Physics applications of complex contour integration and series.  Not open to students with credit in PHYS 322 or PHYS 424.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-320
College of Science and Mathematics,Physics,PHYS-321,Methods of Theoretical Physics II,4 units,"Continuing study of the mathematical techniques of theoretical physics.  Methods for solving differential equations in classical mechanics, electromagnetism and quantum mechanics.  Problems involving the heat equation, the wave equation and the Schroedinger equation in one, two and three dimensions.  4 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-321
College of Science and Mathematics,Physics,PHYS-322,Vibrations and Waves,3 units,"Introduction to vibrations and waves and their applications.  Harmonic oscillator, waves, complex notation, superposition, interference, coherence, Fourier analysis.  Applications may include sound, optics, quantum mechanics, and electromagnetic radiation.  Not open to students with credit in PHYS 320.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-322
College of Science and Mathematics,Physics,PHYS-323,Optics,4 units,"Ray optics, lens systems, optical instruments, wave optics, and polarization of light.  3 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-323
College of Science and Mathematics,Physics,PHYS-330,Teaching Physics,4 units,"Inquiry approaches to teaching physics incorporating insights from physics education research and the use of computer technology.  Emphasis on pedagogical approaches and assessment that engage learners in scientific discourse and the development of basic models of physics phenomena such as motion, forces, energy, and momentum through experimentation.  2 lectures, 2 activities.",College of Science and MathematicsPhysics,PhysicsPHYS-330
College of Science and Mathematics,Physics,PHYS-340,Quantum Physics Laboratory I,2 units,"Experimental studies of the quantum properties of atoms and nuclei.  Measurements of fundamental constants.  Statistics and data analysis.  1 lecture, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-340
College of Science and Mathematics,Physics,PHYS-341,Quantum Physics Laboratory II,2 units,"Experimental studies of quantum properties of atoms and nuclei.  Interactions of radiation, particles and fields.  2 laboratories.",College of Science and MathematicsPhysics,PhysicsPHYS-341
College of Science and Mathematics,Physics,PHYS-342,Quantum Physics Laboratory III,1 unit,"Advanced experimental studies of quantum properties of atoms and nuclei.  Interactions of radiation, particles and fields emphasizing spectroscopic techniques.  1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-342
College of Science and Mathematics,Physics,PHYS-357,Advanced Instrumentation in Experimental Physics,3 units,"Advanced analog and digital electronics, computer interfacing to experiments, robotics.  2 lectures, 1 laboratory.",College of Science and MathematicsPhysics,PhysicsPHYS-357
College of Science and Mathematics,Physics,PHYS-400,Special Problems for Advanced Undergraduates,1-2 units,"Individual investigations, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsPHYS-400
College of Science and Mathematics,Physics,PHYS-401,Thermal Physics II,3 units,"Additional topics in thermodynamics and statistical physics, including chemical equilibrium, phase transitions, transport processes, and cryogenics.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-401
College of Science and Mathematics,Physics,PHYS-403,Particle and Nuclear Physics,3 units,"Elementary particles and their interactions, fundamental forces, the Standard Model of particle physics.  Symmetries and conservation laws including parity, charge conjugation, and time reversal invariance, as well as charge-parity violation.  Dirac equation, quantum electrodynamics, and Feynman diagrams.  Advanced nuclear physics.  Topics may include decays, symmetries of the quark model, neutrinos, nucleosynthesis, and the quark-gluon plasma.  3 lectures.",College of Science and MathematicsPhysics,PhysicsPHYS-403
College of Science and Mathematics,Physics,PHYS-404,Research Experience for Advanced Undergraduates,1-2 units,"Individual investigations, research, studies, or surveys of selected problems.  Credit/No Credit grading only.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of Science and MathematicsPhysics,PhysicsPHYS-404
